file,line,rhs,triage_class_guess
lib/keeper/keeper_social_model.ml,164,None,unclassified
lib/keeper/keeper_stale_watchdog.ml,257,None,unclassified
lib/keeper/keeper_state_machine.ml,51,None,unclassified
lib/keeper/keeper_status_bridge.ml,686,None,unclassified
lib/keeper/keeper_status_bridge.ml,703,false,unclassified
lib/keeper/keeper_status_bridge.ml,863,false,unclassified
lib/keeper/keeper_status_detail.ml,146,None,unclassified
lib/keeper/keeper_status_detail.ml,152,None,unclassified
lib/keeper/keeper_status_detail.ml,157,None,unclassified
lib/keeper/keeper_status_detail.ml,165,None,unclassified
lib/keeper/keeper_status_detail.ml,212,None,unclassified
lib/keeper/keeper_status_detail.ml,217,None,unclassified
lib/keeper/keeper_status_detail.ml,263,None,unclassified
lib/keeper/keeper_status_detail.ml,269,None,unclassified
lib/keeper/keeper_status_detail.ml,311,None,unclassified
lib/keeper/keeper_status_detail.ml,367,None,unclassified
lib/keeper/keeper_status_detail.ml,373,None,unclassified
lib/keeper/keeper_status_detail.ml,378,false,unclassified
lib/keeper/keeper_status_detail.ml,983,None,unclassified
lib/keeper/keeper_text_processing.ml,56,None,unclassified
lib/keeper/keeper_toml_loader.ml,479,None,unclassified
lib/keeper/keeper_toml_loader.ml,485,None,unclassified
lib/keeper/keeper_toml_loader.ml,492,None,unclassified
lib/keeper/keeper_toml_loader.ml,498,None,unclassified
lib/keeper/keeper_tool_alias.ml,282,None,unclassified
lib/keeper/keeper_tool_alias.ml,361,false,unclassified
lib/keeper/keeper_tool_emission_hook.ml,29,false,unclassified
lib/keeper/keeper_tool_guidance.ml,149,None,unclassified
lib/keeper/keeper_tool_policy.ml,683,None,unclassified
lib/keeper/keeper_tool_policy.ml,699,None,unclassified
lib/keeper/keeper_tool_registry.ml,215,false,unclassified
lib/keeper/keeper_tool_registry.ml,254,false,unclassified
lib/keeper/keeper_tool_registry.ml,290,false,unclassified
lib/keeper/keeper_tools_oas.ml,258,None,unclassified
lib/keeper/keeper_tools_oas.ml,308,false,unclassified
lib/keeper/keeper_trace_emit.ml,18,false,unclassified
lib/keeper/keeper_transition_audit.ml,242,None,unclassified
lib/keeper/keeper_transition_audit.ml,283,None,unclassified
lib/keeper/keeper_transition_audit.ml,342,None,unclassified
lib/keeper/keeper_turn_fsm.ml,258,None,unclassified
lib/keeper/keeper_turn_terminal.ml,186,None,unclassified
lib/keeper/keeper_turn_up_args.ml,59,None,unclassified
lib/keeper/keeper_turn_up_args.ml,67,false,unclassified
lib/keeper/keeper_types_profile.ml,67,None,unclassified
lib/keeper/keeper_types_profile.ml,107,None,unclassified
lib/keeper/keeper_types_profile.ml,230,false,unclassified
lib/keeper/keeper_types_profile.ml,1424,false,unclassified
lib/keeper/keeper_types_profile.ml,1429,false,unclassified
lib/keeper/keeper_types_profile.ml,1728,None,unclassified
lib/keeper/keeper_types_profile.ml,1833,false,unclassified
lib/keeper/keeper_types_profile.ml,1862,false,unclassified
lib/keeper/keeper_types_support.ml,116,false,unclassified
lib/keeper/keeper_unified_metrics.ml,306,None,unclassified
lib/keeper/keeper_unified_metrics.ml,336,None,unclassified
lib/keeper/keeper_unified_metrics.ml,407,None,unclassified
lib/keeper/keeper_unified_metrics.ml,639,None,unclassified
lib/keeper/keeper_unified_metrics.ml,1615,(),unclassified
lib/keeper/keeper_unified_turn.ml,162,None,unclassified
lib/keeper/keeper_unified_turn.ml,893,(),unclassified
lib/keeper/keeper_unified_turn.ml,910,(),unclassified
lib/keeper/keeper_world_observation.ml,672,None,unclassified
lib/keeper/keeper_world_observation.ml,679,None,unclassified
lib/keeper/keeper_world_observation.ml,685,None,unclassified
lib/keeper/keeper_world_observation.ml,715,None,unclassified
lib/keeper/social_model/keeper_social_model_bdi_speech_v1.ml,348,false,unclassified
lib/keeper/social_model/keeper_social_model_bdi_speech_v1.ml,446,false,unclassified
lib/keeper/social_model/keeper_social_model_magentic_ledger_fsm.ml,99,None,unclassified
lib/keeper/social_model/keeper_social_model_magentic_ledger_fsm.ml,115,None,unclassified
lib/keeper/social_model/keeper_social_model_magentic_ledger_fsm.ml,150,None,unclassified
lib/keeper/social_model/keeper_social_model_magentic_ledger_fsm.ml,159,None,unclassified
lib/keeper/social_model/keeper_social_model_protocol.ml,25,false,unclassified
lib/keeper/social_model/keeper_social_model_types.ml,71,None,unclassified
lib/keeper/social_model/keeper_social_model_types.ml,97,None,unclassified
lib/keeper/social_model/keeper_social_model_types.ml,111,None,unclassified
lib/level4_config.ml,105,None,unclassified
lib/local/worker_container_types.ml,104,false,unclassified
lib/local/worker_container_types.ml,153,None,unclassified
lib/local/worker_container_types.ml,286,false,unclassified
lib/local/worker_container_types.ml,457,false,unclassified
lib/local/worker_container.ml,72,None,unclassified
lib/masc_context_injector.ml,75,None,unclassified
lib/masc_context_injector.ml,81,None,unclassified
lib/masc_context_injector.ml,86,None,unclassified
lib/masc_log/log.ml,45,None,unclassified
lib/masc_log/log.ml,323,None,unclassified
lib/masc_log/log.ml,327,None,unclassified
lib/masc_log/log.ml,336,None,unclassified
lib/mcp_prompt_surface.ml,63,None,unclassified
lib/mcp_sdk_adapter_masc.ml,67,None,unclassified
lib/mcp_sdk_adapter_masc.ml,77,None,unclassified
lib/mcp_sdk_adapter_masc.ml,299,None,unclassified
lib/mcp_server_eio_call_tool.ml,549,false,unclassified
lib/mcp_server_eio_call_tool.ml,880,None,unclassified
lib/mcp_server_eio_governance.ml,20,false,unclassified
lib/mcp_server_eio_governance.ml,25,false,unclassified
lib/mcp_server_eio_protocol.ml,499,None,unclassified
lib/mcp_server_eio_protocol.ml,587,false,unclassified
lib/mcp_session/mcp_session.ml,33,None,unclassified
lib/mcp_transport_protocol/mcp_transport_protocol.ml,22,false,unclassified
lib/mcp_transport_protocol/mcp_transport_protocol.ml,26,None,unclassified
lib/mcp_transport_protocol/mcp_transport_protocol.ml,31,false,unclassified
lib/mcp_transport_protocol/mcp_transport_protocol.ml,41,false,unclassified
lib/mcp_transport_protocol/mcp_transport_protocol.ml,49,false,unclassified
lib/mcp_transport_protocol/mcp_transport_protocol.ml,203,None,unclassified
lib/memory_oas_bridge.ml,141,None,unclassified
lib/memory_oas_bridge.ml,298,None,unclassified
lib/memory_oas_bridge.ml,323,None,unclassified
lib/memory_oas_bridge.ml,334,None,unclassified
lib/memory_jsonl/memory_jsonl.ml,79,None,unclassified
lib/memory_jsonl/memory_jsonl.ml,94,None,unclassified
lib/meta_cognition_digest.ml,21,None,unclassified
lib/meta_cognition_interpret.ml,14,false,unclassified
lib/meta_cognition_parse.ml,18,None,unclassified
lib/meta_cognition_parse.ml,24,None,unclassified
lib/meta_cognition_parse.ml,30,None,unclassified
lib/meta_cognition_parse.ml,34,None,unclassified
lib/meta_cognition_parse.ml,40,None,unclassified
lib/metrics_store_eio.ml,221,None,unclassified
lib/model_inference_metrics.ml,180,None,unclassified
lib/model_inference_metrics.ml,186,None,unclassified
lib/model_inference_metrics.ml,192,None,unclassified
lib/model_inference_metrics.ml,198,None,unclassified
lib/model_inference_metrics.ml,206,None,unclassified
lib/model_inference_metrics.ml,263,false,unclassified
lib/model_inference_metrics.ml,310,None,unclassified
lib/model_inference_metrics.ml,353,false,unclassified
lib/model_inference_metrics.ml,416,None,unclassified
lib/model_inference_metrics.ml,426,None,unclassified
lib/model_inference_metrics.ml,437,None,unclassified
lib/model_inference_metrics.ml,451,false,unclassified
lib/model_inference_metrics.ml,460,None,unclassified
lib/model_inference_metrics.ml,552,None,unclassified
lib/model_inference_metrics.ml,629,None,unclassified
lib/model_inference_metrics.ml,635,None,unclassified
lib/model_inference_metrics.ml,678,None,unclassified
lib/model_inference_metrics.ml,775,false,unclassified
lib/multimodal/multimodal_keeper_bridge.ml,18,None,unclassified
lib/multimodal/tool_emission.ml,13,None,unclassified
lib/multimodal/tool_emission.ml,19,None,unclassified
lib/multimodal/wirein_helpers.ml,6,false,unclassified
lib/multimodal/wirein_helpers.ml,21,None,unclassified
lib/multimodal/wirein_helpers.ml,43,None,unclassified
lib/notify.ml,67,None,unclassified
lib/notify.ml,75,(),unclassified
lib/notify.ml,86,false,unclassified
lib/operator/operator_control_action.ml,62,None,unclassified
lib/operator/operator_control_action.ml,94,None,unclassified
lib/operator/operator_control_snapshot.ml,217,None,unclassified
lib/operator/operator_control_snapshot.ml,225,None,unclassified
lib/operator/operator_control_snapshot.ml,1349,None,unclassified
lib/operator/operator_control.ml,164,None,unclassified
lib/operator/operator_control.ml,169,false,unclassified
lib/operator/operator_control.ml,280,false,unclassified
lib/operator/operator_control.ml,354,false,unclassified
lib/operator/operator_control.ml,418,false,unclassified
lib/operator/operator_control.ml,424,None,unclassified
lib/operator/operator_control.ml,537,false,unclassified
lib/operator/operator_digest_guidance.ml,30,None,unclassified
lib/operator/operator_digest_types.ml,17,None,unclassified
lib/operator/operator_judgment.ml,35,None,unclassified
lib/otel/otel_config.ml,9,false,unclassified
lib/otel/otel_trace_context.ml,103,None,unclassified
lib/tool_call_quality_benchmark/post_verifier.ml,57,false,unclassified
lib/procedural_memory.ml,86,None,unclassified
lib/process/bg_task.ml,430,false,unclassified
lib/process/exec_tap.ml,171,false,unclassified
lib/process/process_eio.ml,113,false,unclassified
lib/process/process_eio.ml,809,false,unclassified
lib/prompt_registry/prompt_registry.ml,276,None,unclassified
lib/provider_kind_resolver.ml,40,None,unclassified
lib/repo_manager/credential_materializer.ml,52,false,unclassified
lib/repo_manager/keeper_repo_mapping.ml,428,None,unclassified
lib/reputation_autonomy.ml,23,None,unclassified
lib/reputation_ledger_v2.ml,176,None,unclassified
lib/resilience/audit.ml,52,None,unclassified
lib/resilience/degradation.ml,64,None,unclassified
lib/resilience/keeper_bridge.ml,14,false,unclassified
lib/resilience/keeper_bridge.ml,182,None,unclassified
lib/tool_call_quality_benchmark/reward_advice_artifact.ml,50,None,unclassified
lib/tool_call_quality_benchmark/reward_advice_artifact.ml,63,None,unclassified
lib/tool_call_quality_benchmark/reward_advice_artifact.ml,136,None,unclassified
lib/sdk_tool_contract.ml,261,None,unclassified
lib/sdk_tool_contract.ml,266,None,unclassified
lib/sdk_tool_contract.ml,271,None,unclassified
lib/sdk_tool_contract.ml,374,None,unclassified
lib/server_startup_state.ml,26,None,unclassified
lib/server_startup_state.ml,203,None,unclassified
lib/server_startup_state.ml,245,None,unclassified
lib/server/lsp_overlay_provider.ml,160,None,unclassified
lib/server/lsp_overlay_provider.ml,163,None,unclassified
lib/server/lsp_process_manager.ml,37,None,unclassified
lib/server/proactive_refresh.ml,37,false,unclassified
lib/server/proactive_refresh.ml,42,false,unclassified
lib/server/server_activity_http.ml,66,None,unclassified
lib/server/server_activity_http.ml,210,false,unclassified
lib/server/server_auth.ml,98,None,unclassified
lib/server/server_auth.ml,356,false,unclassified
lib/server/server_auth.ml,374,None,unclassified
lib/server/server_auth.ml,424,false,unclassified
lib/server/server_auth.ml,450,false,unclassified
lib/server/server_bootstrap_http.ml,101,false,unclassified
lib/server/server_bootstrap_http.ml,162,false,unclassified
lib/server/server_bootstrap_http.ml,215,false,unclassified
lib/server/server_dashboard_http_cache.ml,161,None,unclassified
lib/server/server_dashboard_http_core.ml,25,None,unclassified
lib/server/server_dashboard_http_core.ml,137,None,unclassified
lib/server/server_dashboard_http_core.ml,587,None,unclassified
lib/server/server_dashboard_http_core.ml,1169,false,unclassified
lib/server/server_dashboard_http_core.ml,1493,false,unclassified
lib/server/server_dashboard_http_core.ml,1498,None,unclassified
lib/server/server_dashboard_http_delete_actions.ml,525,None,unclassified
lib/server/server_dashboard_http_execution_surfaces.ml,198,None,unclassified
lib/server/server_dashboard_http_execution_surfaces.ml,209,None,unclassified
lib/server/server_dashboard_http_execution_surfaces.ml,219,None,unclassified
lib/server/server_dashboard_http_execution_surfaces.ml,232,None,unclassified
lib/server/server_dashboard_http_keeper_api.ml,557,None,unclassified
lib/server/server_dashboard_http_keeper_api.ml,903,false,unclassified
lib/server/server_dashboard_http_keeper_api.ml,1356,None,unclassified
lib/server/server_dashboard_http_link_preview.ml,49,None,unclassified
lib/server/server_dashboard_http_link_preview.ml,53,None,unclassified
lib/server/server_dashboard_http_link_preview.ml,102,false,unclassified
lib/server/server_dashboard_http_namespace_truth_support.ml,398,false,unclassified
lib/server/server_dashboard_http_runtime_info.ml,342,None,unclassified
lib/server/server_dashboard_http_runtime_info.ml,350,None,unclassified
lib/server/server_dashboard_http_runtime_info.ml,430,false,unclassified
lib/server/server_dashboard_http_runtime_info.ml,658,None,unclassified
lib/server/server_dashboard_http.ml,162,false,unclassified
lib/server/server_dashboard_http.ml,710,None,unclassified
lib/server/server_dashboard_http.ml,782,None,unclassified
lib/server/server_dashboard_http.ml,850,false,unclassified
lib/server/server_h2_gateway_routes_extra.ml,234,false,unclassified
lib/server/server_h2_gateway.ml,109,None,unclassified
lib/server/server_ide_http.ml,25,None,unclassified
lib/server/server_ide_http.ml,96,None,unclassified
lib/server/server_ide_http.ml,101,None,unclassified
lib/server/server_ide_http.ml,106,None,unclassified
lib/server/server_ide_http.ml,111,None,unclassified
lib/server/server_ide_http.ml,141,None,unclassified
lib/server/server_ide_http.ml,150,None,unclassified
lib/server/server_ide_lsp_proxy.ml,129,None,unclassified
lib/server/server_ide_lsp_proxy.ml,180,None,unclassified
lib/server/server_ide_lsp_proxy.ml,193,None,unclassified
lib/server/server_ide_lsp_proxy.ml,446,None,unclassified
lib/server/server_mcp_transport_http_headers.ml,11,false,unclassified
lib/server/server_mcp_transport_http_headers.ml,19,None,unclassified
lib/server/server_mcp_transport_http_headers.ml,22,false,unclassified
lib/server/server_mcp_transport_http_headers.ml,38,false,unclassified
lib/server/server_mcp_transport_http_headers.ml,61,None,unclassified
lib/server/server_mcp_transport_http_protocol.ml,36,None,unclassified
lib/server/server_mcp_transport_http_session.ml,110,None,unclassified
lib/server/server_mcp_transport_http.ml,61,None,unclassified
lib/server/server_mcp_transport_http.ml,135,false,unclassified
lib/server/server_mcp_transport_http.ml,665,false,unclassified
lib/server/server_mcp_transport_ws.ml,250,false,unclassified
lib/server/server_mcp_transport_ws.ml,263,None,unclassified
lib/server/server_mcp_transport_ws.ml,544,None,unclassified
lib/server/server_mcp_transport_ws.ml,572,None,unclassified
lib/server/server_mcp_transport_ws.ml,700,false,unclassified
lib/server/server_routes_http_keeper_stream.ml,200,false,unclassified
lib/server/server_routes_http_routes_attribution.ml,19,None,unclassified
lib/server/server_routes_http_routes_cascade.ml,17,None,unclassified
lib/server/server_routes_http_routes_channel_gate.ml,177,None,unclassified
lib/server/server_routes_http_routes_credentials.ml,236,None,unclassified
lib/server/server_routes_http_routes_dashboard.ml,70,None,unclassified
lib/server/server_routes_http_routes_provider_runs.ml,169,None,unclassified
lib/server/server_routes_http_routes_provider_runs.ml,199,None,unclassified
lib/server/server_routes_http_routes_provider_runs.ml,218,None,unclassified
lib/server/server_routes_http_routes_provider_runs.ml,237,None,unclassified
lib/server/server_routes_http_routes_sidecar.ml,390,None,unclassified
lib/server/server_routes_http_routes_sidecar.ml,443,None,unclassified
lib/server/server_routes_http_routes_sidecar.ml,456,None,unclassified
lib/server/server_routes_http_routes_sidecar.ml,487,None,unclassified
lib/server/server_routes_http_routes_sidecar.ml,1050,None,unclassified
lib/server/server_routes_http_routes_verification.ml,30,None,unclassified
lib/server/server_routes_http_routes_workspace.ml,115,None,unclassified
lib/server/server_routes_http_routes_workspace.ml,349,None,unclassified
lib/server/server_routes_http_runtime.ml,35,false,unclassified
lib/server/server_routes_http_runtime.ml,43,None,unclassified
lib/server/server_routes_http_runtime.ml,46,false,unclassified
lib/server/server_runtime_bootstrap.ml,399,false,unclassified
lib/server/server_runtime_bootstrap.ml,848,false,unclassified
lib/server/server_runtime_bootstrap.ml,861,false,unclassified
lib/server/server_runtime_bootstrap.ml,879,false,unclassified
lib/server/server_startup_takeover.ml,67,false,unclassified
lib/server/server_startup_takeover.ml,90,None,unclassified
lib/session.ml,614,None,unclassified
lib/spawn.ml,122,None,unclassified
lib/spawn.ml,214,None,unclassified
lib/sse.ml,248,false,unclassified
lib/streamable_http.ml,95,false,unclassified
lib/streamable_http.ml,99,false,unclassified
lib/subscriptions.ml,241,None,unclassified
lib/supervisor.ml,171,false,unclassified
lib/telemetry_observe.ml,18,(),unclassified
lib/telemetry_unified.ml,53,None,unclassified
lib/telemetry_unified.ml,250,false,unclassified
lib/telemetry_unified.ml,261,None,unclassified
lib/telemetry_unified.ml,266,None,unclassified
lib/telemetry_unified.ml,414,None,unclassified
lib/telemetry_unified.ml,421,None,unclassified
lib/telemetry_unified.ml,426,None,unclassified
lib/telemetry_unified.ml,466,None,unclassified
lib/telemetry_unified.ml,475,None,unclassified
lib/telemetry_unified.ml,480,None,unclassified
lib/telemetry_unified.ml,563,false,unclassified
lib/telemetry_unified.ml,571,false,unclassified
lib/telemetry_unified.ml,582,false,unclassified
lib/telemetry_unified.ml,587,false,unclassified
lib/tool_agent_timeline.ml,649,None,unclassified
lib/tool_agent.ml,53,None,unclassified
lib/tool_agent.ml,79,None,unclassified
lib/tool_agent.ml,337,None,unclassified
lib/tool_agent.ml,355,None,unclassified
lib/tool_assignment_telemetry.ml,113,None,unclassified
lib/tool_assignment_telemetry.ml,147,None,unclassified
lib/tool_board.ml,336,None,unclassified
lib/tool_board.ml,385,None,unclassified
lib/tool_board.ml,395,None,unclassified
lib/tool_board.ml,402,None,unclassified
lib/tool_board.ml,429,None,unclassified
lib/tool_board.ml,1691,None,unclassified
lib/tool_bridge.ml,59,false,unclassified
lib/tool_bridge.ml,123,false,unclassified
lib/tool_bridge.ml,128,None,unclassified
lib/tool_bridge.ml,163,None,unclassified
lib/tool_bridge.ml,174,None,unclassified
lib/tool_bridge.ml,232,None,unclassified
lib/tool_call_quality_benchmark/tool_call_quality_benchmark_loader.ml,75,None,unclassified
lib/tool_call_quality_benchmark/tool_call_quality_benchmark_loader.ml,166,None,unclassified
lib/tool_call_quality_benchmark/tool_call_quality_benchmark_scoring.ml,54,None,unclassified
lib/tool_catalog_surfaces/tool_catalog_surfaces.ml,122,None,unclassified
retired file-write tool module,82,None,unclassified
retired file-write tool module,189,None,unclassified
retired file-write tool module,339,None,unclassified
retired file-write tool module,822,None,unclassified
retired file-read tool module,389,None,unclassified
retired file-read tool module,587,None,unclassified
lib/tool_control.ml,108,None,unclassified
lib/tool_control.ml,117,None,unclassified
lib/tool_control.ml,125,false,unclassified
lib/tool_coord.ml,131,false,unclassified
lib/tool_coord.ml,283,false,unclassified
lib/tool_coord.ml,797,None,unclassified
lib/tool_coord.ml,823,None,unclassified
lib/tool_help_registry.ml,231,None,unclassified
lib/tool_inline_dispatch_extra.ml,57,None,unclassified
lib/tool_inline_dispatch_extra.ml,451,None,unclassified
lib/tool_inline_dispatch.ml,235,None,unclassified
lib/tool_inline_dispatch.ml,253,None,unclassified
lib/tool_input_validation.ml,82,false,unclassified
lib/tool_keeper.ml,861,None,unclassified
lib/tool_keeper.ml,909,false,unclassified
lib/tool_keeper.ml,1298,false,unclassified
lib/tool_keeper.ml,1470,None,unclassified
lib/tool_keeper.ml,1641,None,unclassified
lib/tool_keeper.ml,1652,None,unclassified
lib/tool_keeper.ml,1676,None,unclassified
lib/tool_library.ml,69,None,unclassified
lib/tool_library.ml,153,None,unclassified
lib/tool_library.ml,177,false,unclassified
lib/tool_library.ml,355,None,unclassified
lib/tool_local_runtime_http.ml,148,None,unclassified
lib/tool_local_runtime_probe.ml,105,None,unclassified
lib/tool_local_runtime_probe.ml,131,None,unclassified
lib/tool_local_runtime_probe.ml,229,None,unclassified
lib/tool_local_runtime_probe.ml,309,None,unclassified
lib/tool_local_runtime_probe.ml,587,false,unclassified
lib/tool_local_runtime_verify.ml,41,None,unclassified
lib/tool_local_runtime_verify.ml,128,None,unclassified
lib/tool_local_runtime_verify.ml,240,false,unclassified
lib/tool_local_runtime_verify.ml,260,false,unclassified
lib/tool_local_runtime_verify.ml,365,None,unclassified
lib/tool_local_runtime_verify.ml,554,None,unclassified
lib/tool_local_runtime.ml,79,None,unclassified
lib/tool_local_runtime.ml,85,None,unclassified
lib/tool_local_runtime.ml,216,None,unclassified
lib/tool_local_runtime.ml,287,None,unclassified
lib/tool_misc_admin.ml,60,None,unclassified
lib/tool_misc_admin.ml,66,None,unclassified
lib/tool_misc_admin.ml,244,None,unclassified
lib/tool_misc_admin.ml,249,false,unclassified
lib/tool_misc_admin.ml,321,None,unclassified
lib/tool_misc_web_fetch.ml,86,false,unclassified
lib/tool_misc_web_search.ml,159,false,unclassified
lib/tool_misc_web_search.ml,268,None,unclassified
lib/tool_misc_web_search.ml,281,false,unclassified
lib/tool_misc_web_search.ml,324,false,unclassified
lib/tool_misc.ml,164,None,unclassified
lib/tool_misc.ml,188,None,unclassified
lib/tool_name.ml,190,None,unclassified
lib/tool_name.ml,209,false,unclassified
lib/tool_name.ml,214,false,unclassified
lib/tool_name.ml,222,None,unclassified
lib/tool_name.ml,559,None,unclassified
lib/tool_name.ml,578,false,unclassified
lib/tool_name.ml,624,None,unclassified
lib/tool_operator.ml,310,None,unclassified
lib/tool_operator.ml,351,None,unclassified
lib/tool_plan.ml,165,None,unclassified
lib/tool_plan.ml,180,None,unclassified
lib/tool_plan.ml,192,false,unclassified
lib/tool_prefilter.ml,457,false,unclassified
lib/tool_types/tool_result.ml,126,None,unclassified
lib/tool_run.ml,105,None,unclassified
lib/tool_shard.ml,1997,None,unclassified
lib/tool_shard.ml,2067,None,unclassified
lib/tool_shard.ml,2075,None,unclassified
lib/tool_task.ml,245,None,unclassified
lib/tool_task.ml,309,None,unclassified
lib/tool_task.ml,368,false,unclassified
lib/tool_task.ml,462,None,unclassified
lib/tool_task.ml,503,None,unclassified
lib/tool_task.ml,924,false,unclassified
lib/tool_task.ml,1122,None,unclassified
lib/tool_task.ml,1138,false,unclassified
lib/tool_task.ml,1167,None,unclassified
lib/tool_task.ml,1185,None,unclassified
lib/tool_usage_log.ml,66,None,unclassified
lib/tool_usage_log.ml,82,None,unclassified
lib/tool_usage_log.ml,269,None,unclassified
lib/transport_metrics.ml,368,None,unclassified
lib/transport_metrics.ml,440,false,unclassified
lib/transport_read_model.ml,136,false,unclassified
lib/transport.ml,57,None,unclassified
lib/transport.ml,204,None,unclassified
lib/types/ids.ml,158,false,unclassified
lib/types/masc_error.ml,84,None,unclassified
lib/types/types_core.ml,73,None,unclassified
lib/types/types_core.ml,140,None,unclassified
lib/types/types_core.ml,165,None,unclassified
lib/types/types_core.ml,283,None,unclassified
lib/verification.ml,158,None,unclassified
lib/verification.ml,164,None,unclassified
lib/verification.ml,185,None,unclassified
lib/verification.ml,268,None,unclassified
lib/verification.ml,274,None,unclassified
lib/verification.ml,279,None,unclassified
lib/verifier_core.ml,42,false,unclassified
lib/voice/voice_bridge.ml,294,None,unclassified
lib/voice/voice_bridge.ml,784,None,unclassified
lib/voice/voice_config.ml,123,None,unclassified
lib/voice/voice_config.ml,136,None,unclassified
lib/voice/voice_config.ml,144,None,unclassified
lib/voice/voice_config.ml,149,None,unclassified
lib/voice/voice_session_manager.ml,68,None,unclassified
lib/worker_dev_tools.ml,491,false,unclassified
lib/worker_dev_tools.ml,497,false,unclassified
lib/worker_dev_tools.ml,749,false,unclassified
lib/worker_dev_tools.ml,1115,None,unclassified
lib/worker_execution_backend.ml,13,None,unclassified
lib/worker_execution_spec.ml,33,None,unclassified
lib/worker_runtime_config.ml,84,None,unclassified
lib/worker_runtime_helper_protocol.ml,24,None,unclassified
lib/worker_tool_input.ml,54,None,unclassified
lib/worktree_live_context.ml,50,None,unclassified
